,A1112Amp,A1112Dist,A14Amp,A14Dist,A15Amp,A15Dist,A16Amp,A16Dist,2004Class
757,1.0963973021431965,1041.0517511100472,0.6114362355621251,1038.8660552182653,,,,,  9
758,0.8222979766073976,1848.3258610224625,0.24457449422485006,1815.6828612027005,,,,, 29
760,1.14208052306583,1868.980093986746,0.5808644237840188,1809.7652698140805,,,,, 25
761,0.913664418452664,1409.7045523994987,0.36686174133727506,1362.6065376695578,,,,, 27
763,0.913664418452664,1268.325516080846,0.4891489884497001,1234.008885866761,,,,, 26
766,1.827328836905328,1170.9718024414428,0.6725798591183376,1190.8566855711979,,,,,  8
768,1.14208052306583,1216.365285980001,0.4891489884497001,1240.319766827933,,,,, 10
785,2.0557449415184936,1216.365285980001,0.8560107297869751,1240.319766827933,,,,, 10
792,2.0557449415184936,1084.988382527184,0.9782979768994002,1123.970605051556,,,,, 13
796,1.0507140812205635,1514.6089383157887,0.5197208002278063,1446.5434140342634,,,,, 18
797,1.14208052306583,1268.325516080846,0.42800536489348756,1234.008885866761,,,,, 26
801,1.3704966276789958,1669.7516310681183,0.6725798591183376,1586.4065298954129,,,,, 22
802,0.913664418452664,1442.5763323094827,0.4891489884497001,1359.1589338807314,,,,,100
803,2.969409359971158,949.7916991414554,1.3451597182366752,989.3076197735427,,,,,  1
809,1.14208052306583,1870.014156709378,0.5502926120059126,1815.1210692352513,,,,,  6
810,0.913664418452664,949.7916991414554,0.39743355311538137,989.3076197735427,,,,,  1
811,0.456832209226332,1442.5763323094827,0.30571811778106256,1359.1589338807314,,,,,100
812,0.913664418452664,1783.9237878951758,0.4891489884497001,1712.3894758905408,,,,,  7
816,1.14208052306583,1365.852711818084,0.24457449422485006,1301.0056776028398,,,,,238
817,1.14208052306583,1669.7516310681183,0.24457449422485006,1586.4065298954129,,,,, 22
819,3.654657673810656,949.7916991414554,1.7731650831301629,989.3076197735427,,,,,  1
826,0.913664418452664,1772.0380666063743,0.36686174133727506,1710.9726131477166,,,,, 64
827,0.913664418452664,1870.014156709378,0.36686174133727506,1815.1210692352513,,,,,  6
830,2.329844267054293,949.7916991414554,1.0394416004556126,989.3076197735427,,,,,  1
831,1.0963973021431965,1100.5369679217902,0.42800536489348756,1128.9822561429787,,,,, 20
835,1.598912732292162,1091.3950434094083,0.6114362355621251,1154.4325948215505,,,,,  3
839,1.0050308602979303,1228.2194962666015,0.34851865427041134,1191.4342870106414,,,,,201
857,2.0100617205958606,1868.980093986746,0.9782979768994002,1809.7652698140805,,,,, 25
862,0.913664418452664,1084.988382527184,0.3546330166260325,1123.970605051556,,,,, 13
865,1.2791301858337294,1041.0517511100472,0.42800536489348756,1038.8660552182653,,,,,  9
869,1.1877637439884632,1409.7045523994987,0.7642952944526564,1362.6065376695578,,,,, 27
874,1.0050308602979303,1216.365285980001,0.42800536489348756,1240.319766827933,,,,, 10
876,1.3704966276789958,1170.9718024414428,0.36686174133727506,1190.8566855711979,,,,,  8
878,1.1877637439884632,1170.9718024414428,0.26903194364733507,1190.8566855711979,,,,,  8
879,1.0050308602979303,1216.365285980001,0.24457449422485006,1240.319766827933,,,,, 10
880,3.152142243661691,1170.9718024414428,0.8560107297869751,1190.8566855711979,,,,,  8
884,1.3704966276789958,1514.6089383157887,0.7031516708964439,1446.5434140342634,,,,, 18
893,1.1877637439884632,1353.890256508696,0.3118324801366838,1287.4203518749948,,,,, 99
894,1.2334469649110964,1383.1350924655385,0.4952633508053213,1340.574717701384,,,,, 11
903,1.3704966276789958,1216.365285980001,0.6725798591183376,1240.319766827933,,,,, 10
906,0.913664418452664,1170.9718024414428,0.2751463060029563,1190.8566855711979,,,,,  8
924,1.0050308602979303,1514.6089383157887,0.7337234826745501,1446.5434140342634,,,,, 18
925,1.598912732292162,1084.988382527184,0.7948671062307627,1123.970605051556,,,,, 13
930,1.14208052306583,1669.7516310681183,0.6114362355621251,1586.4065298954129,,,,, 22
932,1.3704966276789958,1383.1350924655385,0.4891489884497001,1340.574717701384,,,,, 11
934,0.913664418452664,1478.8722177988748,0.39743355311538137,1436.935419659339,,,,,234
940,2.0557449415184936,949.7916991414554,1.0394416004556126,989.3076197735427,,,,,  1
