,A1112Amp,A1112Dist,A14Amp,A14Dist,A15Amp,A15Dist,A16Amp,A16Dist,2004Class
2464,0.5,1409.7045523994987,3.0,1362.6065376695578,1.8,1122.6269491669798,,, 27
2468,0.8,2454.542334369667,2.0,2411.0273868911204,2.0,2156.5309135277057,,, 33
2469,0.5,1870.014156709378,1.8,1815.1210692352513,1.0,1275.6256229829328,,,  6
2471,,,1.0,1858.5731453633596,1.0,1348.6090643568364,,, 44
2475,,,1.5,1591.6600809169452,0.8,1463.1590418235617,,,203
2476,,,2.0,1586.2398196116296,2.0,1189.8419990805705,,, 32
2487,1.5,1170.9718024414428,4.0,1190.8566855711979,1.0,1549.27341927681,,,  8
2489,,,2.0,1441.0010594994503,0.8,1790.6600615825173,,,218
2490,,,1.5,1128.9822561429787,0.8,1142.5976465233439,,, 20
2491,,,2.5,1214.2137658622157,1.0,1026.5717586462426,,,230
2498,1.0,1124.2350688820288,3.0,1187.9080342434613,1.0,1430.5457195995468,,, 49
2505,1.5,1021.9215061534438,4.0,1034.0314607341952,3.0,952.487770379492,,, 17
2508,,,2.5,1534.238201882201,1.0,1300.1131317668458,,, 38
2509,,,2.5,802.5833444960475,1.2,1284.5887269529028,,,216
