,Year,DOY,StartTime,StopTime,A1112Amp,A14Amp,A15Amp,A16Amp,Availability,Quality,Comments,EventType,DeepClass,2004Class
8245,74,182,238,315.0,,,,8.0,,2,CLEAR S,M,,A 99
8246,74,182,553,650.0,1.2,3.6,1.6,7.2,2222,,,M,,A203
8247,74,182,1650,1720.0,0.9,2.7,,,22,,,,,
8248,74,182,1754,1802.0,,,2.3,,2,,,Z,,
8249,74,182,2127,2220.0,5.1,8.2,1.6,2.8,2222,,14SP=3.5,C,,
8250,74,183,133,205.0,1.0,2.2,1.0,3.2,2222,,,,,A 20
8251,74,183,2210,2300.0,0.9,3.1,2.1,,222,,,C,,
8252,74,184,404,500.0,1.7,4.0,2.6,4.4,2222,,CLOSEST TO 15,C,,
8253,74,184,1109,1135.0,,1.9,,,2,,NEAR 14,C,,
8254,74,184,1135,1205.0,1.0,1.7,,,22,,,,,A 73
8255,74,184,1153,,,,,-1.0,,,,,,A  8
8256,74,184,1417,1440.0,,,3.6,,2,,NEAR 15,C,,
8257,74,185,749,830.0,1.0,2.8,1.7,2.1,2222,,,C,,
8258,74,185,1654,1725.0,,,3.2,,2,,NEAR 15,C,,
8259,74,185,2028,2055.0,0.9,1.6,,,22,,,,,A253
8260,74,186,656,750.0,,,1.3,6.0,22,,,A,33,A 33
8261,74,187,257,430.0,7.8,20.0,10.0,17.7,2222,,CLOSEST TO 14,C,,
8262,74,187,1414,1600.0,3.5,10.0,50.0,11.2,2222,,CLOSEST TO 15 SP=13,C,,
8263,74,189,232,305.0,1.0,2.0,3.0,,222,,C?,,,
8264,74,189,309,340.0,0.6,1.8,2.0,,222,,C?,,,A 20
8265,74,190,952,1040.0,,1.1,,4.0,2 2,2,C?,,,A258
8266,74,190,1443,,-1.0,-1.0,,,,,,,,A 18
8267,74,191,2158,2230.0,,5.0,,,2,222,"NEAR 14. GOOG SP,C",C,,
8268,74,192,52,240.0,8.0,51.0,25.0,45.0,2222,2,"SPZ=80,140,130@14,15,16",H,,
8269,74,192,1236,1310.0,0.7,2.6,,,22,222,M?,,,
8270,74,192,1542,1610.0,0.5,2.8,,,22,22,M?,,,
8271,74,192,1758,1825.0,0.5,2.5,,,22,22,M?,,,
8272,74,193,236,310.0,,,1.2,2.1,22,2,C,C,,
8273,74,193,2025,2105.0,1.0,,,4.5,2  2,2,,M,,A104
8274,74,194,543,630.0,1.8,4.0,2.2,4.2,2222,2,,A,42,A 42
8275,74,194,1609,1710.0,1.0,5.0,2.8,4.8,2222,2,,A,50,
8276,74,194,1920,2015.0,1.0,3.1,2.9,7.8,2222,,,A,44,A 44
8277,74,194,2032,2100.0,,,,3.5,,,"NEAR 16. GOOD SP,C",C,,
8278,74,195,510,550.0,,2.2,1.9,3.5,222,,,M,,A 25
8279,74,195,553,610.0,1.0,2.8,,,22,,,M,,A 23
8280,74,195,612,645.0,1.8,4.0,3.0,,2222,,,A,09,A  9
8281,74,195,700,745.0,,2.2,,2.0,2 2,,C?,,,
8282,74,195,748,835.0,1.2,3.0,2.1,4.0,2222,,,M,,A 44
8283,74,195,1528,1605.0,,2.5,0.8,2.5,222,,,M,,A 60
8284,74,195,1850,1930.0,,,1.0,3.0,22,,,M,,A444
8285,74,196,322,425.0,1.0,2.0,,3.2,22 2,,"DIST,C",C,,
8286,74,196,1152,1220.0,,1.2,1.0,2.2,222,,2 EVENTS AT 16,M,,A286
8287,74,196,1235,1305.0,,2.0,,3.2,2 2,,,M,,A100
8288,74,196,1755,1820.0,,2.0,,2.0,2,,,M,,A392
8289,74,196,1958,2030.0,,1.5,,2.0,2 2,,C?,,,A  1
8290,74,197,756,825.0,,2.5,,2.0,2 2,,C,C,,
8291,74,197,1334,1400.0,,2.2,,1.8,2 2,,,A,30,A 30
8292,74,197,2222,2250.0,,2.1,,2.0,2 2,,,M,,A 41
8293,74,198,37,110.0,1.5,4.0,1.0,2.0,2222,,,A,40,A 71
8294,74,198,510,530.0,,1.5,0.5,2.0,222,,,,,
8295,74,198,1205,9999.0,5.0,20.0,15.0,19.0,2222,,C 14SP=2,C,,
8296,74,198,1317,1410.0,2.5,5.0,3.0,10.0,2222,,,A,20,A 20
8297,74,198,2147,2220.0,1.0,3.0,1.5,3.5,2222,,,M,,A243
8298,74,199,338,400.0,,1.2,,3.0,2 2,,,M,,A412
8299,74,199,710,740.0,0.7,2.5,,2.0,22 2,,,M,,A 15
8300,74,199,1452,1620.0,1.0,2.0,,,22,,,M,,A308
8301,74,199,1840,1920.0,,1.5,1.2,2.8,222,,,M,,A242
8302,74,200,758,840.0,,1.5,1.0,4.5,222,,,M,,A268
8303,74,200,1825,1910.0,1.0,3.0,1.0,2.5,2222,,"DIST,C",C,,
8304,74,201,450,515.0,,1.5,,,2,,"SP=3,C",C,,
8305,74,201,642,720.0,,,4.0,,2,,"SP=7,C",C,,
8306,74,201,805,840.0,,1.0,,3.0,2 2,,,M,,A422
8307,74,201,1015,9999.0,,1.0,,2.0,2 2,,,M,,A 89
8308,74,201,1045,1120.0,,1.2,,2.0,2 2,,,,,A431
8309,74,202,940,1010.0,,1.0,,1.5,2 2,,,,,
8310,74,203,1913,1946.0,,1.9,0.9,4.9,222,,,,,A269
8311,74,204,1722,1738.0,,,1.1,2.1,22,,,,,A  1
8312,74,205,554,620.0,,,,3.0,,2 2,,M,,A428
8313,74,205,721,740.0,,,,4.0,,2 2,,M,,A428
8314,74,205,819,840.0,,1.2,,3.8,2 2,,,M,,
8315,74,205,909,932.0,,1.9,,5.5,2 2,,,M,,A 35
8316,74,205,1016,,-1.0,-1.0,-1.0,-1.0,,,,,,A  1
8317,74,205,1845,1904.0,,2.0,1.8,3.8,222,,,,,A 25
8318,74,205,2126,2140.0,1.1,3.0,1.6,4.5,2222,,,,,A 73
8319,74,206,355,410.0,,2.1,,4.0,2 2,,,,,A211
8320,74,206,544,558.0,,1.9,,5.5,2 2,,,,,A426
8321,74,206,756,,-1.0,-1.0,,-1.0,,,,,,A  1
8322,74,206,1414,1519.0,3.5,12.0,4.8,,222,2,16 SUNRISE,C,,
8323,74,207,623,635.0,,3.5,1.7,4.5,222,2,,,,A202
8324,74,207,801,823.0,,3.2,,,2,,14 SP = 1.6MM,C,,
8325,74,207,2029,2125.0,2.8,4.5,,,22,2,,C,,
8326,74,208,503,540.0,1.2,3.5,,,22,22,,M,,
8327,74,208,735,758.0,0.9,4.1,,,22,22,,M,,A202
8328,74,208,1207,1230.0,0.9,3.0,,4.3,2222,22,,,,A254
8329,74,208,1925,1944.0,,3.8,,4.3,2 2,2 22,,,,A259
8330,74,210,315,340.0,,,1.0,8.0,22,2,,M,,A 99
8331,74,210,1406,1440.0,,,,10.0,2,2,C SP=LP,C,,
8332,74,210,1824,1840.0,,,1.5,3.5,22,2,,,,
8333,74,210,2252,2310.0,,,1.8,4.0,22,2,,,,A231
8334,74,211,516,540.0,,3.0,,3.5,2 2,,,,,A228
8335,74,211,607,635.0,,2.2,,6.0,2 2,,,M,,A 35
8336,74,212,239,300.0,,2.0,1.0,5.0,222,,,M,,
8337,74,212,927,945.0,,2.0,1.0,3.5,222,,,,,A  8
8338,74,213,424,440.0,,1.5,,2.5,2 2,,,,,A262
8339,74,214,233,250.0,1.0,2.0,,,22,,,,,A 73
8340,74,214,744,755.0,,,,6.0,,,C SP=30,C,,
8341,74,214,1311,1340.0,,2.0,2.0,11.0,222,,,A,33,A 33
8342,74,214,1833,,,,,-1.0,,,,,,A  8
8343,74,215,919,945.0,,,2.0,4.0,22,,"P,S@16",M,,A284
8344,74,215,1306,1325.0,,,1.0,3.0,22,,,,,A 21
8345,74,216,430,500.0,,,,4.0,,,C SP=13,C,,
8346,74,216,1253,1410.0,1.5,5.0,13.0,4.0,2222,,C DIST,C,,
8347,74,216,1606,,,,,-1.0,,,,,,A 18
8348,74,216,2343,10.0,,,,4.0,2,,C SP=10,C,,
8349,74,217,2302,2335.0,0.8,1.6,2.0,,222,2,,,,
8350,74,217,2347,20.0,0.9,1.7,1.5,4.2,222,,,,,A258
8351,74,218,915,,-1.0,-1.0,-1.0,-1.0,,,,,,A 18
8352,74,218,1035,1100.0,,1.1,1.7,2.1,222,,,,,A 37
8353,74,218,1701,1815.0,1.0,2.5,2.0,6.5,2222,,C,,,A 44
8354,74,219,1132,1220.0,0.7,1.7,1.3,3.3,2222,2,,,,A 51
8355,74,219,1642,1715.0,0.6,1.2,,3.1,22 2,22,,,,A337
8356,74,219,2352,50.0,1.2,3.7,5.2,3.9,2222,2,,,,A 21
8357,74,220,325,355.0,0.8,1.9,,,22,22,,,,
8358,74,220,454,600.0,0.9,3.0,5.3,5.6,2222,22,C,,,
8359,74,220,600,630.0,0.8,2.9,,,2222,22,,,,
8360,74,220,818,850.0,,1.2,,,2,22,,,,
8361,74,220,1430,1515.0,1.1,2.7,,,22,22,C,,,
8362,74,220,1710,1735.0,0.9,1.7,,,22,22,,,,
8363,74,220,2148,2215.0,0.9,1.9,,,22,22,,,,
8364,74,221,250,320.0,1.0,,,,2,222,,,,
8365,74,221,505,545.0,1.0,,,,2,222,,,,
8366,74,221,642,715.0,1.0,2.3,,,22,222,S.S.@16 221 0400,,,A 80
8367,74,221,1609,1650.0,1.2,2.0,,7.2,22 2,22,,M,,A104
8368,74,221,1650,1705.0,1.0,,,,2,22,,,,A  3
8369,74,221,1708,1755.0,1.5,2.4,,,22,22,,A,42,A 42
8370,74,221,1904,1950.0,,,,4.3,,22,,M,,
8371,74,221,2134,2220.0,,2.8,,6.1,2 2,22,S.S.@15 222 0100,,,A100
8372,74,222,727,805.0,1.0,2.3,3.0,4.1,2222,2,,A,44,A 44
8373,74,222,1030,1100.0,0.9,,,,2,2,,,,A  1
8374,74,222,1228,1255.0,1.0,,,,2,2,,,,A 23
8375,74,222,1351,1430.0,2.0,5.0,,4.3,22 2,2,,M,,A  9
8376,74,222,2057,2120.0,,,1.1,4.0,22,2,,M,,A417
8377,74,222,2220,2245.0,,,1.7,2.2,22,2,,,,A 44
8378,74,222,2246,2320.0,,,2.0,4.9,22,2,,M,,A 25
8379,74,223,512,540.0,,,1.0,3.1,22,2,,,,A282
8380,74,223,1225,1300.0,,,1.5,2.3,22,2,,,,A218
8381,74,223,1352,1420.0,,,,3.2,,2,S.S.@14 223 2100,,,A444
8382,74,224,252,,-1.0,-1.0,,-1.0,,,,,,A  9
8383,74,224,2208,2240.0,,1.5,1.0,2.0,222,,,M,,A271
8384,74,225,830,910.0,,2.0,1.0,2.1,222,,,M,,A223
8385,74,225,1446,1520.0,0.8,3.0,,3.0,22 2,,,M,,A225
8386,74,225,1911,1945.0,0.8,3.3,0.9,2.0,2222,,,A,40,A  4
8387,74,225,2304,2340.0,,1.8,,1.8,2 2,,C?,,,A390
8388,74,226,1003,1050.0,2.5,4.0,2.5,7.0,2222,,,A,20,A 20
8389,74,226,1759,1950.0,1.1,5.0,2.7,180.0,2222,,"NEAR 16 GOOD SP 16 CLIPPED,C",C,,
8390,74,227,608,640.0,,0.8,2.8,,22,,,M,,A 15
8391,74,227,710,750.0,,1.9,0.9,2.4,222,,,M,,A243
8392,74,227,850,930.0,,1.6,0.8,3.2,222,,,M,,A412
8393,74,227,1548,1625.0,,1.8,1.5,2.2,222,,,M,,A242
8394,74,228,1020,1050.0,,,1.0,2.0,22,,,M,,A 35
8395,74,229,45,120.0,,1.1,,2.1,2 2,,C?,,,
8396,74,229,1413,1500.0,1.1,2.0,,,22,,C SP=1,C,,
8397,74,231,645,720.0,0.2,1.5,,1.5,22 2,,,M,,A  3
8398,74,231,818,850.0,,,,8.0,,,"SP=30.,C",C,,
8399,74,231,1230,1300.0,,2.0,,2.5,2 2,,,M,,A218
8400,74,231,1442,1510.0,1.0,2.0,,1.5,22 2,,,M,,A  1
8401,74,231,1654,1750.0,1.0,2.5,1.0,5.0,2222,,,M,,A260
8402,74,231,1917,1950.0,,1.2,0.8,3.0,222,,,M,,A269
8403,74,232,217,245.0,1.0,2.8,1.0,2.0,2222,,,M,,A  3
8404,74,232,933,955.0,,,,4.0,,,"SPZ=20.,C",C,,
8405,74,232,1255,1350.0,,2.0,0.8,4.0,222,,,M,,A428
8406,74,232,1639,1710.0,2.0,,,,2,,C,C,,
8407,74,233,1519,1550.0,1.0,2.0,,,22,,,M,,A 73
8408,74,234,302,335.0,,2.0,,4.0,2 2,,,M,,A 90
8409,74,234,1235,1315.0,,2.2,,3.0,2 2,,,M,,A202
8410,74,234,1407,1450.0,1.0,2.0,1.8,4.0,2222,,,M,,A214
8411,74,234,1502,1540.0,,1.5,,3.0,2 2,,,M,,A211
8412,74,234,2010,2035.0,0.6,2.0,,3.5,22 2,,,M,,A419
8413,74,234,2230,2305.0,,2.0,,5.0,2 2,,,M,,A449
8414,74,235,430,500.0,,2.0,,3.2,2 2,,,M,,A223
8415,74,235,1023,1130.0,1.2,4.5,1.0,4.2,2222,,C,C,,
8416,74,235,1152,1220.0,,2.0,,2.2,2 2,,,M,,A349
8417,74,235,1235,1320.0,1.0,2.6,2.0,4.5,2222,,,M,,A 64
8418,74,235,1405,9999.0,1.0,2.0,,4.0,22 2,,C?,C,,
8419,74,235,1428,1500.0,1.0,3.2,,,22,,C DIST NO SP,C,,
8420,74,235,1618,1645.0,1.0,3.0,1.0,3.5,2222,,,M,,A202
8421,74,235,1808,9999.0,0.8,2.0,,,22,,,M,,
8422,74,235,1828,1850.0,0.8,2.8,,3.2,22 2,,,M,,A254
8423,74,236,414,450.0,1.0,3.0,1.2,,222,2,16 SR@236:0030,M,,A259
8424,74,236,1527,1600.0,1.2,,,,2,2,C,C,,
8425,74,236,1627,1715.0,1.0,3.0,2.0,4.5,2222,2,C,C,,
8426,74,237,818,845.0,,2.8,,,2,2,"SPZ=23.,C, 15SR@237/1613",C,,
8427,74,237,1920,,-1.0,-1.0,,-1.0,,,,,,A 20
8428,74,238,1616,1632.0,,1.1,,3.8,2 2,22,,,,
8429,74,238,1701,1729.0,,2.9,,3.2,2 2,22,,,,A369
8430,74,238,1740,1805.0,,1.8,,5.5,2 2,2,2,,,A253
8431,74,239,511,549.0,,3.0,,4.5,2 2,22,STA 12 SUNRISE,,,A431
8432,74,239,1247,1313.0,,,,4.1,,2,,,,A 35
8433,74,239,1331,1357.0,,,1.1,3.6,222,2,,,,A 44
8434,74,239,1739,1747.0,,,,,,,"14SPZ 8.OMM,C",C,,
8435,74,239,1821,1837.0,,7.0,,,2,,C 14SP=50,C,,
8436,74,239,1950,2023.0,,2.0,1.2,7.1,222,2,,M,,A 60
8437,74,239,2212,2238.0,,,,3.9,,2,,,,
8438,74,240,242,300.0,,,2.0,3.1,22,2,,,,A 27
8439,74,240,340,,,,,-1.0,,,,,,A  8
8440,74,240,617,637.0,,,1.1,5.8,222,2,,M,,A427
8441,74,240,709,726.0,,,1.7,3.0,222,2,,,,A412
8442,74,240,953,1012.0,,,1.2,2.4,222,2,C,C,,
8443,74,240,1021,1033.0,,,,4.9,,2,NO SP,,,
8444,74,240,1845,1903.0,,,,4.0,,2,NO SP,,,A423
8445,74,240,2023,2040.0,,,2.0,4.4,222,2,C,C,,
8446,74,241,826,912.0,,,1.1,5.8,222,2,,,,A418
8447,74,241,1154,1203.0,1.2,,2.1,,2 2,,MAGNETIC?,,,A 44
8448,74,241,1822,1833.0,,0.9,1.1,2.5,222,2,,,,
8449,74,242,28,40.0,,,2.4,,2,2,"STRONG SP,Z?",Z,,
8450,74,242,942,950.0,,,2.1,,2,2,"STRONG SP,Z?",Z,,
8451,74,242,1412,1501.0,0.7,1.4,1.1,8.1,2222,2,,A,33,A 33
8452,74,243,249,310.0,,1.8,1.8,,22,,,,,
8453,74,243,334,9999.0,,,,3.1,,,,,,A249
8454,74,243,345,400.0,,1.1,1.2,3.5,222,,,,,A 51
8455,74,243,721,9999.0,,,1.1,3.0,22,,,,,A410
8456,74,243,732,752.0,,1.5,1.1,4.1,222,,,,,A249
8457,74,243,1402,1431.0,,,1.8,4.7,22,2,,,,A284
8458,74,244,347,,,,,-1.0,,,,,,A  8
8459,74,244,1517,1610.0,2.0,6.9,2.1,3.6,2222,,C,C,,
8460,74,245,421,,,,,-1.0,,,,,,A  8
8461,74,245,1037,1055.0,1.4,3.0,1.0,,222,,,M,,A 73
8462,74,245,1441,1500.0,,1.5,1.2,2.2,222,,,,,A 18
8463,74,245,1856,1920.0,,2.0,1.0,4.0,222,,,,,A258
8464,74,246,1904,1925.0,,2.0,,2.0,2 2,,,C,,
8465,74,246,2335,2359.0,1.0,2.0,2.0,,222,,,C,,
8466,74,247,637,,-1.0,-1.0,-1.0,,,,,,,A 10
8467,74,247,846,910.0,1.0,2.0,1.0,2.0,2222,,,M,,A 59
8468,74,247,2225,2250.0,1.5,2.0,,,22,,,,,
8469,74,248,5,,-1.0,-1.0,,,,,,,,A  8
8470,74,248,932,950.0,,2.0,,3.0,2 2,,,,,A224
8471,74,248,1151,1205.0,,2.0,,,2,,,,,
8472,74,248,1504,1520.0,1.0,2.0,,,2,2,,,,A 80
8473,74,248,1633,1655.0,,2.2,,,2,2,,M,,A104
8474,74,248,1737,9999.0,1.0,2.0,,,22,2,,,,A204
8475,74,248,1756,1820.0,1.0,5.0,2.5,4.0,2222,2,,A,42,A 42
8476,74,249,258,320.0,,2.0,2.0,,22,22,,,,A316
8477,74,249,431,450.0,1.0,2.0,,4.0,22 2,22,,,,A100
8478,74,249,632,655.0,1.2,3.0,4.0,4.0,2222,2,,A,44,A 44
8479,74,249,1412,1435.0,2.0,3.0,,,22,22,A44?,M,,A  9
8480,74,249,1758,1812.0,,1.8,,,2,22,,,,
8481,74,249,2104,2120.0,,2.0,,,2,22,,,,
8482,74,249,2128,2150.0,1.0,2.0,,5.0,22 2,22,,M,,A104
8483,74,250,59,120.0,1.1,2.1,,,22,22,,,,A 44
8484,74,250,531,550.0,,2.0,,,2,22,,,,
8485,74,250,748,805.0,,2.0,,,2,22,,,,A288
8486,74,251,328,342.0,1.1,2.0,,,2,,,,,
8487,74,251,521,540.0,1.2,3.3,,2.0,22 2,2,,M,,A351
8488,74,251,2234,2310.0,,2.0,,4.0,2 2,,C?,C,,
8489,74,251,2329,2350.0,,2.0,,3.0,2,,,,,A272
8490,74,252,348,415.0,0.5,,,2.2,2  2,2,SIGNALS MAY NOT BE RELATED,,,
8491,74,252,755,900.0,1.2,4.2,1.0,2.1,2222,2,C,C,,
8492,74,252,1420,1450.0,0.6,2.1,,1.4,22 2,2,C,C,,
8493,74,252,1919,2000.0,1.0,2.0,,2.2,22 2,2,,,,A225
8494,74,253,117,200.0,0.8,,1.1,2.5,2 22,2,C,C,,
8495,74,253,320,400.0,1.1,3.0,,2.3,22 2,2,14 S.S. @ 253 0840,A,40,A  4
8496,74,253,1514,1600.0,0.8,3.0,1.2,1.9,2222,,C,C,,
8497,74,253,1728,1735.0,,,2.0,,2,,,,,
8498,74,253,1822,1840.0,0.8,2.1,1.2,2.0,2222,,,,,A223
8499,74,253,1944,2010.0,,2.0,,1.6,2 2,,,,,A 72
8500,74,254,415,450.0,1.0,3.1,1.0,3.2,2222,,,A,20,A 20
8501,74,254,1441,1515.0,0.9,2.6,0.6,2.1,2222,,,,,A390
8502,74,254,2250,2320.0,0.6,2.2,,1.3,22 2,,,,,A210
8503,74,255,129,200.0,0.9,3.0,,1.9,22 2,,,M,,A 15
8504,74,255,908,925.0,,2.2,,1.2,2 2,,,,,A308
8505,74,255,1419,1500.0,,1.3,1.2,3.5,222,,,M,,A242
8506,74,256,1712,1722.0,,,,2.9,,,C LARGE SPZ,C,,
8507,74,258,556,620.0,,,,4.5,,2,STEADY NOISE @15 FROM 257 0212,M,,A253
8508,74,259,802,840.0,,1.0,,3.0,2 2,2,,M,,A  8
8509,74,259,1342,1420.0,0.8,2.1,,5.0,22 2,2,,M,,A260
8510,74,259,1613,,,,,-1.0,,,,,,A  6
8511,74,259,1910,1945.0,,2.0,,1.7,2 2,2,,M,,A249
8512,74,259,1957,2030.0,,2.5,,2.8,2 2,2,,M,,A256
8513,74,260,119,155.0,,1.8,,5.0,2 2,2,,M,,A428
8514,74,260,207,235.0,,2.2,,3.0,2 2,2,,M,,A218
8515,74,260,238,310.0,1.0,2.1,,4.0,22 2,2,,M,,A428
8516,74,260,312,350.0,0.8,2.5,,5.0,22 2,2,,M,,A 35
8517,74,260,402,500.0,1.0,3.5,,7.0,22 2,2,TWO EVENTS ?,M,,
8518,74,260,708,750.0,0.8,2.0,,4.0,22 2,2,,M,,A 20
8519,74,260,1000,1040.0,0.8,2.0,,4.0,22 2,2,M?,,,A391
8520,74,260,1138,1210.0,,1.8,,2.8,2 2,2,M?,,,A 50
8521,74,260,1255,1335.0,0.9,,,4.0,2  2,2,,M,,A 96
8522,74,260,1758,1830.0,0.9,2.0,,3.5,22 2,2,,M,,A  1
8523,74,260,1845,1930.0,,2.2,1.8,5.0,222,,,M,,A 35
8524,74,261,48,120.0,1.0,3.0,,,22,,M?,,,A  1
8525,74,261,743,805.0,,,,5.0,,,"IMPACT NEAR 16 GOOD SPZ,C",C,,
8526,74,261,832,910.0,1.8,6.5,3.0,4.0,2222,,C,C,,
8527,74,261,1828,1910.0,0.8,2.0,,3.0,22 2,,M?,,,A 73
8528,74,261,2034,2110.0,0.8,3.0,2.2,4.0,2222,,,M,,A 25
8529,74,262,302,340.0,0.9,2.5,2.0,4.0,2222,,,M,,A214
8530,74,262,1117,1150.0,0.8,2.2,1.5,,222,,,M,,A213
8531,74,262,1430,1500.0,,1.8,,2.2,2 2,,,M,,A 74
8532,74,262,1624,1655.0,,1.8,,3.0,2 2,,,M,,A254
8533,74,262,1813,9999.0,0.8,2.5,,4.0,22 2,,C,C,,
8534,74,262,1943,2010.0,0.8,2.8,,,22,,C SP=1,C,,
8535,74,262,2037,2105.0,,2.0,,2.4,2 2,,"STA 16 AMPL.=2*LPX,C",C,,
8536,74,263,418,450.0,,2.0,,2.2,2 2,,,M,,A202
8537,74,263,925,1000.0,0.9,2.8,2.5,3.0,2222,,C,C,,
8538,74,263,1217,1255.0,0.8,3.0,1.1,5.0,2222,,C?,,,A235
8539,74,264,642,720.0,,,,3.0,,,C SP=3,C,,
8540,74,264,1248,1320.0,,1.7,,3.5,2 2,,,M,,A 99
8541,74,264,2218,2250.0,,2.5,,3.5,2 2,,,M,,A228
8542,74,264,2347,15.0,,1.2,,3.0,2 2,,,M,,A 44
8543,74,265,1411,1445.0,1.0,3.3,1.0,,222,2,"SUNRISE AT 16,C",C,,
8544,74,266,1153,1310.0,11.0,13.0,2.0,4.0,2222,,C SR@15 267/417,C,,
8545,74,267,952,1050.0,,1.9,,,2,2,C DIST NO SP,C,,
8546,74,267,1832,1910.0,,2.0,,2.8,2 2,2,C?,,,A 28
8547,74,267,2240,2310.0,,1.5,,2.5,2 2,2,,M,,A285
8548,74,268,545,650.0,1.2,4.5,,5.0,22 2,2,C SR@14 268/905 SR@12 268/1615,C,,
8549,74,269,2253,2330.0,,1.8,1.3,4.0,222,,,M,,A418
8550,74,270,423,520.0,0.8,1.5,2.0,9.0,2222,2,,A,33,T503
8551,74,270,1100,1140.0,1.0,2.5,,2.0,22 2,2,,M,,
8552,74,271,112,145.0,,,1.2,3.0,22,2,,M,,A251
8553,74,271,940,1020.0,,1.2,2.0,4.0,222,,,M,,A284
8554,74,271,1345,1420.0,,,3.0,,2,,C SP=6,C,,
8555,74,272,530,610.0,,1.5,1.2,3.5,222,,,M,,A249
8556,74,272,1420,1500.0,1.5,1.5,,,22,,C DIST NO SP,C,,
8557,74,272,1511,,,-1.0,-1.0,-1.0,,,,,,A 18
8558,74,273,38,106.0,,,,4.6,,,NO SP,,,A249
8559,74,273,114,148.0,,,6.0,,2,,SP=6,C,,
8560,74,273,1940,2007.0,,2.0,2.0,1.9,222,,,C,,
8561,74,273,2118,2136.0,0.5,1.8,,2.0,22 2,,,M,,A 59
8562,74,274,1446,1500.0,,,,5.3,2,,STRONG AT A16,M,,
8563,74,274,1618,1639.0,,1.5,1.5,3.2,222,,,,,A258
8564,74,274,2211,2227.0,,,,2.5,,,,,,
8565,74,275,110,131.0,0.7,1.6,,4.3,22 2,,,,,A 51
8566,74,275,324,400.0,0.8,2.2,,5.1,22 2,,,M,,A104
8567,74,275,1327,1437.0,6.7,15.0,6.1,10.0,2222,,,C,,
8568,74,275,2053,2159.0,5.1,70.0,1.5,,222,4,V. CLOSE TO A14 SP=42,C,,
8569,74,276,904,923.0,1.0,2.2,,,22,,,M,,A  9
8570,74,276,1040,1055.0,1.0,1.5,,,22,,SP=1,C,,
8571,74,276,1111,1133.0,0.5,1.6,,4.0,22 2,2,,,,
8572,74,276,2052,2107.0,0.9,2.0,,2.3,22 2,,,,,A 38
8573,74,277,1428,,,-1.0,,-1.0,,,,,,A  6
8574,74,277,1843,1905.0,0.7,1.9,,,22,,DIST NO SP,C,,
8575,74,278,127,148.0,0.7,1.7,2.1,,222,2,,C,,
8576,74,278,257,323.0,1.0,2.2,,,22,2,NO SP,,,A218
8577,74,278,621,710.0,1.1,2.8,,,22,2,DIST NO SP,C,,
8578,74,278,1904,1936.0,1.0,1.2,1.6,3.3,2222,2,,C,,
8579,74,279,1336,1415.0,1.5,2.2,,,22,22,DIST NO SP,C,,
8580,74,280,1002,1025.0,1.1,2.1,,2.0,22 2,2,,M,,A226
8581,74,280,1625,1640.0,,2.0,,2.0,2 2,,,,,
8582,74,281,1132,,-1.0,-1.0,-1.0,-1.0,,,,,,A 20
8583,74,281,1156,1215.0,,2.0,,2.0,2 2,,,,,
8584,74,281,1314,1335.0,,2.7,,1.5,2 2,,SS@14 282 1945,,,A210
8585,74,283,314,335.0,,1.5,,2.1,2 2,,,M,,A 90
8586,74,283,910,935.0,,2.0,2.0,4.0,222,,SS@12 283 0840,M,,A242
8587,74,284,1231,1350.0,3.0,11.0,3.0,12.0,2222,,C DIST NO SP,C,,
8588,74,284,1538,1610.0,,1.8,,4.0,2,,,M,,A440
8589,74,285,2117,2150.0,1.0,3.0,2.0,4.5,2222,,,M,,A261
8590,74,286,1536,1610.0,0.7,2.0,1.0,,2222,,C DIST NO SP,C,,
8591,74,286,1712,1740.0,1.0,2.2,,1.5,22 2,,,M,,A221
8592,74,286,1750,1810.0,,1.0,,2.2,2 2,,,M,,A  9
8593,74,287,106,135.0,,,1.0,2.6,22,,,,,A 35
8594,74,287,136,205.0,,1.4,1.3,2.9,222,,,,,A 26
8595,74,287,453,530.0,,2.0,,3.8,2 2,,,,,
8596,74,287,747,845.0,1.1,2.1,1.2,5.4,2222,,C?,,,A230
8597,74,287,1022,1055.0,,1.5,,4.4,2 2,,,M,,A253
8598,74,287,1208,1255.0,1.2,3.3,,3.7,22 2,,C,C,,
8599,74,287,1612,1700.0,2.0,3.0,,,22,,NO SP,,,A  1
8600,74,287,1743,1900.0,11.7,14.8,1.4,,222,,C 14SP=4,C,,
8601,74,287,2234,2305.0,1.2,2.0,,4.3,2  2,,,,,A 18
8602,74,288,759,835.0,1.1,3.2,1.9,7.0,2 22,,,M,,A 35
8603,74,288,923,1000.0,,2.3,1.6,7.1,22,,,M,,A 35
8604,74,288,1007,1040.0,,,1.2,4.5,22,,,,,A 96
8605,74,288,2305,2350.0,,3.1,1.3,8.0,22,,,M,,A 99
8606,74,289,56,120.0,1.1,3.0,,,2,,,,,A  1
8607,74,289,1214,1235.0,,2.2,,,2,,,,,A202
8608,74,289,1602,1700.0,,2.5,2.2,4.9,222,,12 FLAT MODE TILL 75/099,C,,
8609,74,289,2333,2350.0,,2.3,,,,,,,,A349
8610,74,290,623,700.0,,2.3,2.1,3.7,222,,,,,A213
8611,74,290,1429,1500.0,,3.8,,2.6,2 2,,,,,A  1
8612,74,290,1819,1850.0,,,1.4,3.8,22,,,,,A235
