,Year,DOY,StartTime,StopTime,A1112Amp,A14Amp,A15Amp,A16Amp,Availability,Quality,Comments,EventType,DeepClass,2004Class
3581,72,152,407,430.0,,,,3.0,,,,,,
3582,72,152,854,9999.0,,2.0,,1.5,22,,,,,A  1
3583,72,152,920,9999.0,,2.0,,2.0,2 2,,,,,
3584,72,152,953,1020.0,,1.5,,2.8,2 2,,,,,
3585,72,152,1128,1200.0,,1.8,1.8,3.5,222,66,,,,A 36
3586,72,152,2020,9999.0,1.5,6.0,5.0,9.0,2222,6,,A,18,A 18
3587,72,152,2050,2130.0,1.0,3.0,2.0,3.0,2222,6,,M,,A204
3588,72,152,2329,2355.0,,2.0,1.5,3.5,222,6,,,,
3589,72,153,920,9999.0,,1.0,,,,2,,,,
3590,72,153,927,1000.0,,2.0,,,,2,,M,,A  1
3591,72,153,1024,9999.0,,1.8,,2.5,2 2,2,16 T OFST,M,,
3592,72,153,1036,9999.0,1.0,3.0,,4.0,22 2,2,16 T OFST,M,,A209
3593,72,153,1053,1135.0,1.5,4.0,,4.0,2222,2,16 T OFST,A,21,A 21
3594,72,153,1723,1800.0,0.5,2.5,,3.0,22 2,2,16 T OFST,M,,A227
3595,72,153,2220,2300.0,1.0,3.0,1.5,3.0,2222,2,,M,,A 37
3596,72,154,307,350.0,0.5,2.0,,,22,2,,,,A207
3597,72,154,454,515.0,0.5,2.0,,,22,2,,,,A 14
3598,72,154,814,850.0,1.0,3.0,,,2222,666,16 NOISY,A,01,A  1
3599,72,154,1207,1235.0,,2.5,,,2,666,16 NOISY,,,A204
3600,72,154,1425,1500.0,1.0,2.5,,,22,6  2,,,,
3601,72,154,2137,2200.0,0.5,1.8,,,22,2,,A,21,A 21
3602,72,155,619,650.0,,3.0,,1.5,2222,,OLD A48,A,01,A  1
3603,72,155,736,800.0,0.5,1.5,,,22,662,,,,A219
3604,72,155,1000,1025.0,,,,1.8,,662,14 NOISY,,,A435
3605,72,155,1107,1125.0,,,,2.0,2,662,14 NOISY,,,
3606,72,155,1145,1220.0,,,,1.5,2,662,14 NOISY,,,
3607,72,155,1323,1350.0,,,,2.5,2,662,14 NOISY,,,A234
3608,72,155,1818,9999.0,,,,2.0,2,22,,,,A256
3609,72,155,1840,1900.0,,,,1.5,2,22,,,,
3610,72,155,2220,9999.0,,,,2.0,2,22,,,,
3611,72,155,2249,2320.0,,,,1.5,2,22,,,,
3612,72,156,0,25.0,,,,2.0,2,22,,,,
3613,72,156,45,,-1.0,,,-1.0,,,,,,A  1
3614,72,156,205,235.0,,,,1.5,2,22,,,,
3615,72,156,351,410.0,,,,2.0,2,22,,,,
3616,72,156,618,700.0,,2.0,,1.8,2 2,22,,C,,
3617,72,156,838,855.0,,,,1.5,2,22,,M,,
3618,72,156,915,930.0,,,,2.0,2,22,,M,,A239
3619,72,156,958,1020.0,,,,1.0,2,22,,,,
3620,72,156,1130,1200.0,,,1.0,2.0,22,2,,,,
3621,72,156,1620,1650.0,,,,2.0,2,2,,,,
3622,72,156,1753,1825.0,,,1.0,1.5,22,2,,,,A 82
3623,72,156,1926,1945.0,,3.0,,1.5,2 2,2,,,,
3624,72,156,2032,2100.0,,,,2.0,2,2,,,,
3625,72,156,2302,2325.0,,,,2.5,2,2,,,,
3626,72,157,515,540.0,,,,1.5,2,66,14 NOISY,,,
3627,72,157,543,605.0,0.5,,,2.0,2  2,66,14 NOISY,M,,A224
3628,72,157,609,630.0,,,,1.5,2,66,14 NOISY,,,
3629,72,157,1444,1520.0,,,2.7,3.0,22,2,,M,,A 19
3630,72,157,1617,1700.0,2.0,5.0,,8.5,21 2,66,14 AMP ESTIMATED,A,14,A 14
3631,72,157,2010,2030.0,0.5,,0.5,1.0,2222,2,,,,
3632,72,157,2040,2105.0,,3.0,,1.2,2 2,2,,,,
3633,72,157,2204,2220.0,,,,2.0,,2,,,,
3634,72,158,158,235.0,,,,1.5,,,,M,,A 82
3635,72,158,414,440.0,,1.0,1.0,1.5,222,,,M,,A277
3636,72,158,528,600.0,,,,1.5,2,2,,,,
3637,72,158,645,9999.0,,,,1.2,2,,,,,A412
3638,72,158,704,9999.0,1.0,2.5,1.0,1.5,2222,,,C,,
3639,72,158,740,810.0,1.0,1.0,1.0,2.0,2222,,,M,,A 44
3640,72,158,1312,1315.0,,,,1.5,,,,,,
3641,72,158,1345,1405.0,,,,1.0,,,,,,A225
3642,72,158,1512,1535.0,,,,1.5,,,,,,
3643,72,158,1619,1645.0,0.5,2.2,,1.0,22 2,6,15 T?,M,,A348
3644,72,158,1711,1740.0,,2.0,,1.5,2 2,,,,,A310
3645,72,158,1807,1825.0,,,,1.5,,,,,,
3646,72,158,2020,9999.0,,1.2,,2.0,22,,,M,,A 70
3647,72,158,2053,2110.0,,,,2.0,2,,,M,,
3648,72,158,2146,2205.0,,,,1.5,,,,,,
3649,72,158,2218,2240.0,,1.0,1.5,,22,,,M,,
3650,72,158,2303,0.0,,3.2,,,2,,,C,,
3651,72,159,115,140.0,,1.2,,,2,,,,,A 39
3652,72,159,200,220.0,,,,1.5,,,,,,
3653,72,159,602,625.0,,,,2.0,,,,M,,
3654,72,159,643,655.0,,,,1.2,,,,M,,
3655,72,159,832,905.0,,1.5,1.5,2.0,222,,,,,A223
3656,72,159,951,1010.0,,,,1.2,2,2,,,,A  8
3657,72,159,1302,1340.0,,2.2,,2.5,2 2,2,,M,,A202
3658,72,159,1413,1445.0,1.5,4.0,,3.2,2222,2,,A,40,A 40
3659,72,159,2028,2050.0,,,,2.0,,,,M,,A419
3660,72,159,2259,2310.0,,,,2.0,,,,M,,
3661,72,160,613,710.0,2.0,5.0,,,22,66,,C,,
3662,72,160,748,805.0,,,,1.5,,,,,,
3663,72,160,1110,9999.0,,1.5,,3.5,1212,,,M,,A 90
3664,72,160,1137,9999.0,,1.5,,1.5,2 2,,,,,A320
3665,72,160,1147,1210.0,,,,2.5,2,,,,,A409
3666,72,160,1224,1300.0,,2.0,1.2,3.0,1222,,,M,,A236
3667,72,160,1330,1410.0,,,,3.5,,,,M,,
3668,72,160,1619,9999.0,1.0,2.8,1.0,2.0,2212,,,A,41,A 41
3669,72,160,1643,1710.0,,,,2.0,2,,,M,,A 33
3670,72,160,1734,1750.0,,,,1.5,,,,,,
3671,72,160,2019,2100.0,,2.8,1.5,4.0,222,,,,,A248
3672,72,160,2133,2200.0,,,,1.5,,,,,,
3673,72,160,2223,2250.0,,1.5,,1.5,2 2,,,,,
3674,72,161,25,9999.0,,,,3.0,,,,M,,A430
3675,72,161,48,120.0,,1.5,,1.5,2 2,,,,,
3676,72,161,202,230.0,,1.0,,3.0,2 2,,,M,,A256
3677,72,161,330,9999.0,,,,1.5,,,,,,A 35
3678,72,161,404,9999.0,,,,1.5,,,,,,
3679,72,161,425,455.0,,,,1.5,,,,,,A414
3680,72,161,523,9999.0,,1.0,,2.0,2 2,,,M,,A 35
3681,72,161,543,620.0,1.5,4.5,1.5,4.0,2212,,,M,,A212
3682,72,161,752,9999.0,0.2,2.0,2.0,4.5,2222,,,A,31,A290
3683,72,161,820,900.0,,1.2,,4.0,2 2,,,,,A431
3684,72,161,909,9999.0,,1.2,,2.5,2 2,,,,,A 90
3685,72,161,930,1000.0,,1.2,,2.5,2 2,,,,,
3686,72,161,1020,9999.0,,1.2,,2.5,2 2,,,,,
3687,72,161,1053,9999.0,,,,2.5,2,,,,,
3688,72,161,1058,9999.0,0.5,3.0,,2.5,22 2,,,C,,
3689,72,161,1125,9999.0,,,,7.0,2,,,C,,
3690,72,161,1155,1220.0,,2.0,,2.0,2 2,,,M,,A424
3691,72,161,1239,1310.0,0.5,2.0,,2.0,22 2,,,,,A221
3692,72,161,1325,9999.0,,1.2,,2.5,2 2,,,,,
3693,72,161,1337,1410.0,1.0,2.5,,2.5,22 2,,,,,A 18
3694,72,161,1415,9999.0,,1.5,,3.5,2 2,,,,,A412
3695,72,161,1440,1520.0,,2.0,,2.5,2 2,,,,,A411
3696,72,161,1523,9999.0,,,,3.0,2,,,M,,A412
3697,72,161,1530,9999.0,,1.5,,5.5,2 2,,,M,,A 35
3698,72,161,1600,1650.0,,2.5,1.5,5.0,222,,,C,,
3699,72,161,1652,1730.0,1.5,8.0,2.8,4.0,2222,,,A,15,A 15
3700,72,161,1740,1820.0,,,,2.5,,,,,,A 30
3701,72,161,1954,9999.0,,1.8,,1.5,2 2,,12 T?,,,A 73
3702,72,161,2020,9999.0,,,,2.5,2,,12 T?,,,A434
3703,72,161,2045,2120.0,1.0,3.5,1.8,,2222,,12 T,A,42,A 42
3704,72,161,2230,2300.0,,1.5,,3.5,2 2,,,M,,A412
3705,72,161,2323,9999.0,,1.5,,3.5,2 2,,,M,,A203
3706,72,161,2358,30.0,,1.5,,2.5,2 2,,,,,
3707,72,162,229,9999.0,0.5,2.0,,3.5,22 2,2,,M,,A412
3708,72,162,247,9999.0,,1.5,,,2,2,,,,
3709,72,162,311,335.0,,,,3.2,2,2,,M,,A208
3710,72,162,433,9999.0,0.5,2.0,,2.5,22 2,2,,M,,A 23
3711,72,162,457,9999.0,0.5,2.0,,4.0,22 2,2,,M,,A 35
3712,72,162,527,9999.0,,1.6,,,2,2,,,,
3713,72,162,545,605.0,,,,2.5,2,2,,,,
3714,72,162,620,645.0,,,,3.0,2,2,,,,A412
3715,72,162,706,9999.0,,2.0,,,2,2,,,,A310
3716,72,162,718,9999.0,,2.0,,4.0,2 2,2,,M,,A412
3717,72,162,741,800.0,,,,3.5,2,2,,M,,A412
3718,72,162,837,910.0,0.5,2.0,,,22,2,,M,,A353
3719,72,162,932,950.0,,1.5,,2.5,2 2,2,,,,A 94
3720,72,162,1008,1040.0,,1.5,,,2,2,,,,
3721,72,162,1304,9999.0,,1.2,,3.2,2 2,2,,M,,A202
3722,72,162,1338,1400.0,,1.2,,,2,2,,,,
3723,72,162,1417,1445.0,,1.5,,,2,2,,,,A317
3724,72,162,1542,1600.0,,1.8,,,2,2,,,,
3725,72,162,1627,1650.0,,,,3.0,2,2,,M,,A 10
3726,72,162,1720,1800.0,,1.5,,3.0,2 2,2,,M,,A249
3727,72,162,2332,2355.0,,1.5,,,2,6,15 NOISY,,,A281
3728,72,163,255,330.0,,2.0,,,2,6,,,,
3729,72,163,340,420.0,,2.0,,,2,6,EVENT ?,,,
3730,72,163,433,9999.0,,2.0,,,2,,,,,A 41
3731,72,163,505,530.0,,1.5,,,2,,,,,
3732,72,163,740,830.0,,1.5,1.2,3.5,222,,M OR DIST C,,,A 10
3733,72,163,1218,9999.0,,,,3.5,2,,,M,,A433
3734,72,163,1233,1300.0,,1.2,,2.5,2 2,,,,,A 98
3735,72,164,8,40.0,,1.5,,,2,,,,,
3736,72,164,220,245.0,4.2,,,,2  2,,C,C,,
3737,72,164,627,700.0,1.0,3.0,,3.0,22,,,M,,A210
3738,72,164,838,9999.0,0.5,1.2,,2.0,22 2,,,,,
3739,72,164,858,940.0,0.5,1.2,,1.5,22 2,,,,,
3740,72,164,910,,-1.0,-1.0,,-1.0,,,,,,A  9
3741,72,164,955,1100.0,3.5,7.0,3.0,8.0,2222,,,A,20,A 20
3742,72,164,1455,1530.0,,,,2.0,,,,,,
3743,72,164,1939,2010.0,,1.5,,1.5,2 2,,,,,A 29
3744,72,164,2348,20.0,1.0,4.0,,3.5,2222,,INVERTED,A,01,A  1
3745,72,165,215,235.0,,1.2,,,2,,,,,A 75
3746,72,165,531,605.0,,,,2.0,,,,,,A  8
3747,72,165,627,705.0,0.8,2.5,,2.8,22 2,,,M,,A201
3748,72,165,730,9999.0,,1.0,,1.2,2 2,66,,,,
3749,72,165,747,810.0,,1.8,,1.5,2 2,66,,M,,A  2
3750,72,165,844,910.0,,1.5,,,2,66,,M,,A  2
3751,72,165,1008,1035.0,,1.0,,,2,66,,,,
3752,72,165,1200,9999.0,,1.0,,,2,66,,,,
3753,72,165,1228,1250.0,,0.5,,,2,66,,,,
3754,72,165,1412,1430.0,,1.0,,,2,66,16 T?,,,
3755,72,165,1509,1600.0,1.2,6.5,2.0,2.2,1211,66,,A,30,A 30
3756,72,165,1715,9999.0,,1.5,,,2,,,M,,A323
3757,72,165,1735,1750.0,,1.0,,,2,,,,,
3758,72,165,2103,2130.0,,1.0,,,2,,,M,,A 75
3759,72,165,2150,2210.0,,1.2,,,2,,,M,,A323
3760,72,165,2252,2310.0,,,,1.2,,,,,,A412
3761,72,166,54,120.0,,,,1.5,,,,M,,A434
3762,72,166,519,9999.0,,,,1.0,2,6,,,,
3763,72,166,601,625.0,0.5,2.0,,,22,6,,M,,A  2
3764,72,166,642,715.0,,1.2,,1.0,,6,,M,,
3765,72,166,1550,1625.0,1.0,2.2,,2.5,22 2,,,A,09,A  9
3766,72,166,1836,1915.0,1.0,2.5,2.0,3.5,2222,,,A,34,A 34
3767,72,166,2047,2110.0,,0.5,,2.2,2 2,66,,M,,A438
3768,72,166,2227,2250.0,,,,2.0,,,,,,A273
3769,72,167,25,125.0,0.5,2.5,,3.0,22 2,666,C,C,,
3770,72,167,404,9999.0,,0.5,,0.2,2 2,62,,,,
3771,72,167,411,440.0,1.0,2.0,,1.0,22 2,62,,M,,A229
3772,72,167,1756,9999.0,,1.5,,,2,6  6,16 NOISY,M,,A225
3773,72,167,1820,1845.0,,1.0,,,2,2  6,16 NOISY,,,
3774,72,168,430,500.0,,1.2,,1.0,2 2,,,M,,A354
3775,72,168,738,810.0,,1.2,,4.0,2 2,,,M,,A 25
3776,72,168,1201,1230.0,,1.5,,,2,,,,,
3777,72,168,1338,1410.0,1.0,2.0,,3.5,22 2,,,M,,A 94
3778,72,168,1611,1800.0,5.0,18.0,3.5,13.0,2222,,"DIST (FARSIDE?), 12 T?",C,,
3779,72,168,1821,1855.0,,1.0,,1.5,2 2,,,,,A255
3780,72,168,2020,2100.0,1.0,2.0,0.5,2.0,2222,,,M,,A226
3781,72,169,807,,-1.0,-1.0,,-1.0,,,,,,A  9
3782,72,169,1114,1140.0,,,,2.0,,,,M,,A228
3783,72,169,1611,1645.0,,1.5,,2.0,2 2,,,M,,A319
3784,72,170,957,1015.0,,,2.0,,2,2,,Z,,
3785,72,170,1915,2010.0,1.0,5.0,2.0,3.0,2222,2,DIST,C,,
3786,72,171,2153,2235.0,,1.5,,2.0,2 2,2,C?,,,
3787,72,172,320,410.0,,,,1.5,2,2,C?,,,
3788,72,172,1632,1645.0,,,,13.0,2,,"SPZ CLIPPED, C OR Z",C,,
3789,72,172,1830,1850.0,,,2.0,2.0,22,2,,,,
3790,72,173,200,220.0,,,,1.8,,2,,,,
3791,72,173,552,640.0,1.0,7.0,,,22,2,14SP=7,C,,
3792,72,173,1052,9999.0,,,,2.0,2,2,,,,
3793,72,173,1059,1200.0,1.0,6.0,3.0,5.0,2222,2,,A,16,A 16
3794,72,173,1303,1322.0,,,,2.0,,2,,,,
3795,72,173,1532,1555.0,,,1.0,3.0,22,2,,M,,A  8
3796,72,173,1843,1900.0,,,,2.5,2,2,,M,,
3797,72,173,2005,2030.0,,,,2.5,2,2,,,,
3798,72,173,2107,2120.0,,,,3.0,,2,,M,,
3799,72,173,2337,2350.0,,,,3.0,,2,,M,,
3800,72,174,121,155.0,,2.0,1.0,2.8,222,26,,,,
3801,72,174,213,225.0,,,,3.0,,26,,M,,T503
3802,72,174,453,510.0,,,,3.0,,26,,M,,
3803,72,174,511,525.0,,,1.2,,,26,,,,
3804,72,174,657,715.0,,,,2.2,,2,,,,
3805,72,174,825,840.0,,,,3.0,2,2,,M,,
3806,72,174,852,920.0,,,,2.0,2,2,,,,
3807,72,174,933,1005.0,,,,1.5,,2,,,,
3808,72,174,1049,1110.0,,,,2.8,2,2,,M,,
3809,72,174,1121,1140.0,,,2.0,3.0,22,5,15 COULD BE Z,M,,T503
3810,72,174,1429,1442.0,,,,3.0,,2,,M,,
3811,72,174,1605,9999.0,,,,2.0,1 2,6,14 NOISY,,,A 70
3812,72,174,1627,1640.0,,,,2.2,1 2,6,14 NOISY,,,
3813,72,174,1749,1805.0,,,,3.2,1 2,2,,M,,T503
3814,72,174,1809,1940.0,,,,3.0,1 2,,,M,,A 33
3815,72,174,1911,1948.0,,,2.0,2.0,122,5,15 COULD BE Z,M,,A432
3816,72,174,1942,2010.0,0.5,,,3.5,2 22,,,,,A415
3817,72,174,2046,2110.0,,,,2.0,2,6,,M,,A 98
3818,72,174,2132,2150.0,,,,3.0,2,6,,M,,T503
3819,72,174,2258,2315.0,,,,2.2,2,6,,,,A 20
3820,72,175,2,35.0,,,,2.3,2,,C?,,,
3821,72,175,41,115.0,,,,4.0,2,,,M,,A412
3822,72,175,139,205.0,,2.8,1.2,3.5,222,,,,,A230
3823,72,175,220,250.0,,2.5,1.2,4.0,22,,,M,,A235
3824,72,175,359,430.0,1.0,4.0,2.5,3.0,2222,,,A,27,A 27
3825,72,175,554,9999.0,1.0,3.2,1.5,6.0,22,,,C,,
3826,72,175,612,710.0,1.5,9.5,2.5,6.0,222,,,C,,
3827,72,175,718,750.0,,2.0,,2.0,2,,,,,A246
3828,72,175,1000,1025.0,,,1.2,1.5,2,,,,,
3829,72,175,1027,1050.0,,,1.0,3.5,2,,,M,,A 44
3830,72,175,1155,1225.0,,2.2,1.5,3.5,222,,,M,,A 17
3831,72,175,1408,1422.0,,,2.0,,2,,,Z,,
3832,72,175,1433,1455.0,,,2.2,2.0,2,,,M,,A398
3833,72,175,1525,1600.0,,,,3.0,,,,M,,T502
3834,72,175,2102,2130.0,,,,3.0,,,,M,,T502
3835,72,175,2149,2240.0,,,2.0,4.0,2,,,M,,A 32
3836,72,176,147,230.0,1.5,4.0,3.5,3.0,2222,,,A,17,A 17
3837,72,176,237,340.0,,2.5,1.0,21.0,22,,,C,,
3838,72,176,351,420.0,,,1.5,3.0,2,,,,,A 35
3839,72,176,539,9999.0,,,1.5,,2,,,M,,
3840,72,176,555,615.0,,,2.0,,2,,,Z,,
3841,72,176,708,740.0,,3.0,,3.0,222,,C,C,,
3842,72,176,808,850.0,1.0,16.0,,,22,,C,C,,
3843,72,176,818,850.0,,,,3.0,2,,,,,A251
3844,72,176,920,9999.0,0.5,3.0,2.0,3.0,2222,,,,,
3845,72,176,925,1030.0,1.0,3.0,2.5,9.0,2222,,,A,33,A 33
3846,72,176,1456,,,-1.0,,-1.0,,,,,,A 18
3847,72,176,1550,9999.0,,,1.2,,2,,,,,A 17
3848,72,176,1607,1635.0,,,,3.5,2,,,M,,T502
3849,72,176,1702,9999.0,,,,3.0,2,,,,,
3850,72,176,1709,1730.0,,,1.5,2.5,22,,,,,
3851,72,176,2110,2135.0,,,1.5,2.5,22,,,,,A 18
3852,72,176,2219,2240.0,,,,2.5,,,,,,A  8
3853,72,176,2315,2335.0,,,,3.0,,,,,,T502
3854,72,177,243,,,-1.0,-1.0,,,,,,,A 10
3855,72,177,352,410.0,,,,2.5,,,,,,
3856,72,177,511,9999.0,0.8,2.8,,,22,,,,,A  3
3857,72,177,528,615.0,0.8,2.8,,6.5,22 2,,,M,,A104
3858,72,177,959,1005.0,,,1.5,,2,,,Z,,
3859,72,177,1009,1050.0,1.0,4.0,1.0,2.5,2222,,,A,49,A 49
3860,72,177,1138,1210.0,,,,2.8,,,,,,
3861,72,177,1305,1350.0,1.0,3.0,,3.0,2111,,,M,,A281
3862,72,177,1430,1445.0,,2.0,,,2,,,,,
3863,72,177,1554,9999.0,,,,2.5,,,,,,
3864,72,177,1611,1620.0,,,,2.5,,,,,,
3865,72,177,1703,1740.0,1.0,3.0,,4.5,22 2,,,M,,A  8
3866,72,177,1900,1920.0,,,,2.5,,,,,,
3867,72,177,1951,2015.0,,2.0,,2.5,2 2,,,,,A 18
3868,72,177,2101,2130.0,,,1.5,2.5,22,,,,,A285
3869,72,178,225,300.0,,2.5,,3.8,2 2,,,M,,A251
3870,72,178,311,9999.0,0.5,2.0,,3.0,22,,,,,
3871,72,178,337,400.0,,,,2.5,2,,,,,
3872,72,178,359,,-1.0,-1.0,-1.0,-1.0,,,,,,A 20
3873,72,178,530,610.0,0.5,2.2,1.5,3.5,2222,,,M,,A234
3874,72,178,634,640.0,,,1.5,,2,,,Z,,
3875,72,178,738,810.0,,,,2.5,,,,,,A 54
3876,72,178,921,945.0,,2.2,,,2,,,M,,A218
3877,72,178,1339,1355.0,,,,2.5,,,,,,
3878,72,178,1417,1440.0,,,1.5,,2,,,Z,,
3879,72,178,1630,1655.0,,,,3.0,,,,,,
3880,72,178,1828,1855.0,1.2,,,,22,,C,C,,
3881,72,178,1923,9999.0,,,,2.5,,,,,,
3882,72,178,1936,2000.0,,,,3.2,,,,M,,A 14
3883,72,178,2114,2140.0,0.8,2.0,,2.0,22 2,6,,,,
3884,72,178,2156,9999.0,,,,2.2,2,,,,,A284
3885,72,178,2208,9999.0,,1.5,,,2,,,,,A346
3886,72,178,2233,2300.0,0.5,2.0,2.0,3.0,2222,,,M,,A 18
3887,72,178,2339,2355.0,,,,2.2,2,,,,,
3888,72,178,2345,2355.0,,,1.8,,2,,,Z,,
3889,72,179,15,30.0,0.5,1.5,,,22,,,,,A 38
3890,72,179,47,140.0,,,5.2,,2,,C,C,,
3891,72,179,155,210.0,,,,2.8,,,,,,
3892,72,179,414,430.0,,,,2.5,,,,M,,
3893,72,179,517,530.0,,,1.5,,2,,,Z,,
3894,72,179,522,540.0,,,,2.5,2,,,,,
3895,72,179,617,650.0,0.8,2.2,,3.5,2 2,,,M,,A209
3896,72,179,657,730.0,,2.8,,,2,,,C,,
3897,72,179,800,820.0,,,2.0,,2,,,Z,,
3898,72,179,920,1000.0,,,2.2,3.0,22,,,M,,
3899,72,179,1007,1030.0,,,1.2,3.2,22,,,,,A284
3900,72,179,1203,1220.0,,,,2.8,,,,,,
3901,72,179,1325,9999.0,,,,2.0,,,,,,A  8
3902,72,179,1338,1415.0,,,,3.0,,,C,C,,
3903,72,179,1452,9999.0,,,,2.8,2,,,,,
3904,72,179,1504,9999.0,1.0,6.5,1.8,2.2,2222,,,C,,
3905,72,179,1556,1650.0,1.2,6.0,5.0,7.0,2222,,,A,18,A 18
3906,72,179,1739,9999.0,0.5,2.0,,2.5,22 2,,,M,,A 51
3907,72,179,1751,1815.0,,,,2.5,2,,,,,
3908,72,179,2000,2030.0,,2.0,1.0,,22,,,,,A380
3909,72,179,2055,2105.0,,,,3.2,,66,,M,,
3910,72,179,2304,2335.0,1.0,3.0,,4.0,2212,66,,A,21,A 21
3911,72,179,2338,5.0,,,,2.0,2,,,,,
3912,72,180,12,35.0,,,,2.5,,,,M,,T504
3913,72,180,150,205.0,,,,2.0,,,,,,
3914,72,180,257,325.0,1.0,2.5,1.0,2.0,2222,,,M,,A204
3915,72,180,332,405.0,,1.5,,,,,,,,
3916,72,180,350,410.0,,,,2.2,2 2,,,M,,
3917,72,180,829,900.0,0.5,1.2,,2.0,2 2,,,M,,A325
3918,72,180,1220,1300.0,,2.2,,1.5,2 2,,,C,,
3919,72,180,1255,1330.0,,,,2.0,2,,,,,
3920,72,180,1303,1325.0,,2.0,2.0,,22,,,,,A238
3921,72,180,1342,1405.0,,,,2.0,2,,,,,
3922,72,180,1428,1500.0,0.5,1.2,,,22,,,M,,
3923,72,180,1552,1620.0,0.2,2.5,,,22,,,M,,A207
3924,72,180,1630,1710.0,0.2,2.0,2.0,3.0,2222,,,M,,A 37
3925,72,180,1720,1735.0,,,,2.0,,,,,,
3926,72,180,1753,1815.0,0.5,3.0,,2.0,2222,,OLD A48,A,01,A  1
3927,72,180,1815,1845.0,,1.8,1.2,1.8,222,,,M,,
3928,72,181,520,550.0,0.5,1.8,1.0,,222,,,,,A 20
3929,72,181,625,656.0,,1.2,,2.2,,,,,,
3930,72,181,756,815.0,,,,2.0,,,,M,,
3931,72,181,903,945.0,,,2.5,,2,66,C,C,,
3932,72,181,1038,1120.0,,,3.0,,2,66,C,C,,
3933,72,181,1248,1315.0,,,,1.8,,,,M,,
3934,72,181,1334,,-1.0,-1.0,,,,,,,,A  1
3935,72,181,1543,1615.0,0.8,1.2,,2.0,22 2,,,A,21,A 21
3936,72,181,1949,2030.0,,2.5,,,2222,,OLD A48,A,01,A  1
3937,72,181,2223,2255.0,,2.0,,2.0,2 2,,,M,,A204
3938,72,182,0,110.0,1.0,4.0,8.0,3.0,22,,,C,,
3939,72,182,500,610.0,1.2,8.5,1.5,,222,,14SP=5,C,,
3940,72,182,1545,9999.0,,1.2,,,2,6 2,,,,A207
3941,72,182,1608,1630.0,1.0,1.2,,,22,6 2,,,,
3942,72,182,1948,2010.0,,1.5,,,2,2,,M,,A  1
3943,72,182,2013,2030.0,,1.5,1.2,,22,2,,,,A263
3944,72,182,2227,2310.0,,,,3.0,,2,TH,,,
3945,72,183,509,530.0,,1.2,,,2,2,?,C,,
3946,72,183,2015,2040.0,,2.0,,,2,2,,M,,
3947,72,184,259,320.0,0.5,1.5,,,22,2,,,,A219
3948,72,184,912,1000.0,1.0,3.0,,6.0,2212,6,16 NOISY,A,14,A 14
3949,72,184,1540,1600.0,0.5,2.0,2.0,2.0,2222,26,,M,,A239
3950,72,184,2046,2110.0,,,,1.5,2,2,,,,T503
3951,72,185,9,30.0,,,,1.0,2,66,15 NOISY,,,
3952,72,185,225,310.0,,3.0,3.0,3.0,222,26,15 NOISY,M,,A 19
3953,72,185,419,430.0,,,,1.5,2,26,15 NOISY,,,
3954,72,185,1147,1200.0,,,,2.0,2,22,,,,
3955,72,185,1810,1830.0,,,,2.0,2,22,,,,
3956,72,186,145,200.0,,,,1.5,,2,,,,
3957,72,186,205,230.0,,,,2.0,,2,,M,,
3958,72,186,357,420.0,,,,2.0,2,2,,M,,
3959,72,186,541,615.0,,,,1.8,,2,,,,
3960,72,186,733,9999.0,,,,1.0,2,2,,,,A271
3961,72,186,757,820.0,,,,1.0,2,2,,,,
3962,72,186,841,900.0,,,,2.0,,2,,M,,
3963,72,186,1413,1450.0,,,,1.0,2,62,,,,
3964,72,186,1545,1600.0,,,,1.0,2,12,,,,
3965,72,186,1830,9999.0,,,,1.5,2,12,,,,
3966,72,186,1851,1910.0,,,,1.5,2,12,,,,
3967,72,186,2054,2130.0,0.5,3.2,,2.0,22 2,2,,M,,
3968,72,186,2200,2225.0,,,,1.2,,2,,,,
3969,72,187,28,40.0,,,,2.0,2,2,,M,,
3970,72,187,437,450.0,,,,1.0,2,2,,,,
3971,72,187,645,710.0,,,,1.0,2,2,,,,
3972,72,187,732,750.0,,,,1.5,2,2,,,,
3973,72,187,1046,1120.0,,2.5,,1.0,2 2,,,M,,A348
3974,72,187,1245,1320.0,,1.8,,2.5,2 2,,,M,,A236
3975,72,187,1458,1510.0,,,,1.8,,,,M,,
3976,72,187,1630,1740.0,1.0,3.0,2.2,4.0,2222,,DIST,C,,
3977,72,187,1745,1830.0,1.0,4.5,,3.5,2222,,15 T?,A,40,A 40
3978,72,187,2356,35.0,,1.0,,2.5,2 2,6,,M,,A 90
3979,72,188,242,320.0,,1.5,0.5,1.5,222,,,M,,A223
3980,72,188,620,640.0,,,,1.5,,,,,,
3981,72,188,916,950.0,1.0,2.0,,2.0,22 2,,,M,,A212
3982,72,188,1140,1240.0,,1.2,1.0,4.0,222,,,M,,A409
3983,72,188,1421,1500.0,,1.2,,1.5,2 2,,,M,,A320
3984,72,188,1537,9999.0,,,,1.5,2,,,,,
3985,72,188,1547,1620.0,,1.2,,1.5,2 2,,,M,,A324
3986,72,188,1743,1810.0,,,,1.5,,,,,,
3987,72,188,1955,2020.0,,,,3.0,,,,M,,A201
3988,72,188,2025,2100.0,,,,2.5,,,,M,,A104
3989,72,188,2103,9999.0,,1.8,1.2,3.5,222,,,M,,A290
3990,72,188,2130,2205.0,,,0.5,2.2,22,,,,,A 90
3991,72,188,2207,2240.0,,,,3.0,2,,,M,,A203
